0
20.297747	20.448308	20.096514
202.977467	209.083948	200.965142
202.977467	208.061532	200.965142
202.977467	207.039117	200.965142
202.977467	206.016702	200.965142
202.977467	204.994286	200.965142
202.977467	203.971871	200.965142
202.977467	202.949456	200.965142
202.977467	201.927040	200.965142
202.977467	200.904625	200.965142
202.977467	199.882209	200.965142
201.962580	209.083948	200.965142
201.962580	208.061532	200.965142
201.962580	207.039117	200.965142
201.962580	206.016702	200.965142
201.962580	204.994286	200.965142
201.962580	203.971871	200.965142
201.962580	202.949456	200.965142
201.962580	201.927040	200.965142
201.962580	200.904625	200.965142
201.962580	199.882209	200.965142
203.992354	209.083948	200.965142
203.992354	208.061532	200.965142
203.992354	207.039117	200.965142
203.992354	206.016702	200.965142
203.992354	204.994286	200.965142
203.992354	203.971871	200.965142
203.992354	202.949456	200.965142
203.992354	201.927040	200.965142
203.992354	200.904625	200.965142
203.992354	199.882209	200.965142
202.977467	209.083948	201.969968
202.977467	208.061532	201.969968
202.977467	207.039117	201.969968
202.977467	206.016702	201.969968
202.977467	204.994286	201.969968
202.977467	203.971871	201.969968
202.977467	202.949456	201.969968
202.977467	201.927040	201.969968
202.977467	200.904625	201.969968
202.977467	199.882209	201.969968
201.962580	209.083948	201.969968
201.962580	208.061532	201.969968
201.962580	207.039117	201.969968
201.962580	206.016702	201.969968
201.962580	204.994286	201.969968
201.962580	203.971871	201.969968
201.962580	202.949456	201.969968
201.962580	201.927040	201.969968
201.962580	200.904625	201.969968
201.962580	199.882209	201.969968
203.992354	209.083948	201.969968
203.992354	208.061532	201.969968
203.992354	207.039117	201.969968
203.992354	206.016702	201.969968
203.992354	204.994286	201.969968
203.992354	203.971871	201.969968
203.992354	202.949456	201.969968
203.992354	201.927040	201.969968
203.992354	200.904625	201.969968
203.992354	199.882209	201.969968
202.977467	209.083948	199.960317
202.977467	208.061532	199.960317
202.977467	207.039117	199.960317
202.977467	206.016702	199.960317
202.977467	204.994286	199.960317
202.977467	203.971871	199.960317
202.977467	202.949456	199.960317
202.977467	201.927040	199.960317
202.977467	200.904625	199.960317
202.977467	199.882209	199.960317
201.962580	209.083948	199.960317
201.962580	208.061532	199.960317
201.962580	207.039117	199.960317
201.962580	206.016702	199.960317
201.962580	204.994286	199.960317
201.962580	203.971871	199.960317
201.962580	202.949456	199.960317
201.962580	201.927040	199.960317
201.962580	200.904625	199.960317
201.962580	199.882209	199.960317
203.992354	209.083948	199.960317
203.992354	208.061532	199.960317
203.992354	207.039117	199.960317
203.992354	206.016702	199.960317
203.992354	204.994286	199.960317
203.992354	203.971871	199.960317
203.992354	202.949456	199.960317
203.992354	201.927040	199.960317
203.992354	200.904625	199.960317
203.992354	199.882209	199.960317
202.977467	209.083948	198.955491
202.977467	208.061532	198.955491
202.977467	207.039117	198.955491
202.977467	206.016702	198.955491
202.977467	204.994286	198.955491
202.977467	203.971871	198.955491
202.977467	202.949456	198.955491
202.977467	201.927040	198.955491
202.977467	200.904625	198.955491
202.977467	199.882209	198.955491

1
