200.0	204.5	200.0
200.0	203.5	200.0
200.0	202.5	200.0
200.0	201.5	200.0
200.0	200.5	200.0
200.0	199.5	200.0
200.0	198.5	200.0
200.0	197.5	200.0
200.0	196.5	200.0
200.0	195.5	200.0

199.0	204.5	200.0
199.0	203.5	200.0
199.0	202.5	200.0
199.0	201.5	200.0
199.0	200.5	200.0
199.0	199.5	200.0
199.0	198.5	200.0
199.0	197.5	200.0
199.0	196.5	200.0
199.0	195.5	200.0

201.0	204.5	200.0
201.0	203.5	200.0
201.0	202.5	200.0
201.0	201.5	200.0
201.0	200.5	200.0
201.0	199.5	200.0
201.0	198.5	200.0
201.0	197.5	200.0
201.0	196.5	200.0
201.0	195.5	200.0

200.0	204.5	201.0
200.0	203.5	201.0
200.0	202.5	201.0
200.0	201.5	201.0
200.0	200.5	201.0
200.0	199.5	201.0
200.0	198.5	201.0
200.0	197.5	201.0
200.0	196.5	201.0
200.0	195.5	201.0

199.0	204.5	201.0
199.0	203.5	201.0
199.0	202.5	201.0
199.0	201.5	201.0
199.0	200.5	201.0
199.0	199.5	201.0
199.0	198.5	201.0
199.0	197.5	201.0
199.0	196.5	201.0
199.0	195.5	201.0

201.0	204.5	201.0
201.0	203.5	201.0
201.0	202.5	201.0
201.0	201.5	201.0
201.0	200.5	201.0
201.0	199.5	201.0
201.0	198.5	201.0
201.0	197.5	201.0
201.0	196.5	201.0
201.0	195.5	201.0

200.0	204.5	199.0
200.0	203.5	199.0
200.0	202.5	199.0
200.0	201.5	199.0
200.0	200.5	199.0
200.0	199.5	199.0
200.0	198.5	199.0
200.0	197.5	199.0
200.0	196.5	199.0
200.0	195.5	199.0

199.0	204.5	199.0
199.0	203.5	199.0
199.0	202.5	199.0
199.0	201.5	199.0
199.0	200.5	199.0
199.0	199.5	199.0
199.0	198.5	199.0
199.0	197.5	199.0
199.0	196.5	199.0
199.0	195.5	199.0

201.0	204.5	199.0
201.0	203.5	199.0
201.0	202.5	199.0
201.0	201.5	199.0
201.0	200.5	199.0
201.0	199.5	199.0
201.0	198.5	199.0
201.0	197.5	199.0
201.0	196.5	199.0
201.0	195.5	199.0

200.0	204.5	198.0
200.0	203.5	198.0
200.0	202.5	198.0
200.0	201.5	198.0
200.0	200.5	198.0
200.0	199.5	198.0
200.0	198.5	198.0
200.0	197.5	198.0
200.0	196.5	198.0
200.0	195.5	198.0




